Dataset_Name,Dataset_Type,K_Value,Q_Budget,Iteration,Exec_Time_Coreset,Cost_P_C_Baseline,Cost_Q_C_prime,Cost_P_C_prime,Cost_Random,Exec_Time_Random
birb,image,32,64,8,0.7571,2333.56005859375,957.1195678710938,3268.9731,4481.372,0.0593
birb,image,32,64,9,0.9171,2333.56005859375,1042.18359375,3068.8188,3296.4463,0.0401
birb,image,32,128,0,0.8491,2333.56005859375,1657.7218017578125,2908.9094,2913.6567,0.0487
birb,image,32,128,1,0.8307,2333.56005859375,1702.7286376953125,2922.4248,3145.2717,0.056
birb,image,32,128,2,0.8509,2333.56005859375,1662.9473876953125,2886.7212,3382.016,0.0807
birb,image,32,128,3,0.8154,2333.56005859375,1576.2415771484375,2969.4902,3099.3997,0.042
birb,image,32,128,4,0.953,2333.56005859375,1691.5401611328125,2714.2476,3452.2947,0.0669
birb,image,32,128,5,0.7759,2333.56005859375,1760.3995361328125,2904.5986,3372.4297,0.0459
birb,image,32,128,6,0.763,2333.56005859375,1502.7322998046875,2801.6587,2991.4922,0.054
birb,image,32,128,7,0.6701,2333.56005859375,1711.4144287109375,2768.8833,3155.326,0.0405
birb,image,32,128,8,0.7446,2333.56005859375,1811.6829833984375,2814.3738,3078.3975,0.0438
birb,image,32,128,9,0.7733,2333.56005859375,1581.2572021484375,2808.7715,3462.5703,0.0513
birb,image,32,256,0,0.8927,2333.56005859375,2070.904296875,2800.7148,2817.0405,0.0527
birb,image,32,256,1,0.9273,2333.56005859375,2086.829833984375,2770.6128,2823.2021,0.0488
birb,image,32,256,2,0.7919,2333.56005859375,1927.960205078125,2632.0337,2850.5413,0.0772
birb,image,32,256,3,0.7499,2333.56005859375,1925.0732421875,2636.5469,2977.1094,0.0426
birb,image,32,256,4,0.8063,2333.56005859375,1871.9892578125,2627.407,2833.6292,0.0694
birb,image,32,256,5,0.6782,2333.56005859375,2063.10498046875,2639.7593,2716.415,0.0415
birb,image,32,256,6,0.5625,2333.56005859375,1819.33349609375,2575.4766,2762.3516,0.066
birb,image,32,256,7,0.8195,2333.56005859375,1989.6893310546875,2638.0693,2749.149,0.039
birb,image,32,256,8,0.8259,2333.56005859375,1803.2666015625,2645.8528,2710.7832,0.0448
birb,image,32,256,9,0.7554,2333.56005859375,1920.4698486328125,2707.0464,2819.4868,0.0523
birb,image,32,512,0,0.9156,2333.56005859375,2139.349853515625,2572.6787,2724.042,0.0509
birb,image,32,512,1,0.7925,2333.56005859375,2155.414794921875,2619.7236,2745.0942,0.0408
birb,image,32,512,2,0.9024,2333.56005859375,2159.630615234375,2547.0,2587.4346,0.056
birb,image,32,512,3,0.7838,2333.56005859375,2161.025390625,2587.7056,2666.7573,0.0425
birb,image,32,512,4,0.8038,2333.56005859375,2089.083251953125,2528.0618,2616.3403,0.0449
birb,image,32,512,5,0.6432,2333.56005859375,2207.43701171875,2532.892,2603.308,0.0425
birb,image,32,512,6,0.6716,2333.56005859375,2084.810546875,2522.02,2583.6177,0.0461
birb,image,32,512,7,0.832,2333.56005859375,2036.364990234375,2495.4724,2627.2866,0.0432
birb,image,32,512,8,0.8181,2333.56005859375,2143.20458984375,2589.9487,2589.3418,0.073
birb,image,32,512,9,0.9178,2333.56005859375,2133.310791015625,2554.0205,2678.4775,0.0393
birb,image,32,1024,0,0.9144,2333.56005859375,2216.98095703125,2480.4448,2543.0952,0.0495
birb,image,32,1024,1,0.9193,2333.56005859375,2270.734619140625,2489.6282,2419.3384,0.0446
birb,image,32,1024,2,0.854,2333.56005859375,2213.0732421875,2508.4019,2455.6313,0.0881
birb,image,32,1024,3,0.9199,2333.56005859375,2177.86083984375,2462.455,2587.7915,0.0417
birb,image,32,1024,4,0.889,2333.56005859375,2305.5322265625,2544.0962,2515.2603,0.0527
birb,image,32,1024,5,0.8316,2333.56005859375,2254.910888671875,2472.2854,2519.064,0.0412
birb,image,32,1024,6,0.8492,2333.56005859375,2241.58935546875,2472.6514,2559.3008,0.0523
birb,image,32,1024,7,0.7921,2333.56005859375,2280.06103515625,2527.8757,2465.749,0.0394
birb,image,32,1024,8,0.7823,2333.56005859375,2335.87890625,2552.4644,2626.495,0.0549
birb,image,32,1024,9,0.7597,2333.56005859375,2230.90771484375,2555.8335,2611.0852,0.0427
birb,image,32,4096,0,0.7875,2333.56005859375,2389.298095703125,2434.2915,2408.6145,0.0783
birb,image,32,4096,1,0.8081,2333.56005859375,2324.5322265625,2411.6606,2439.6318,0.0554
birb,image,32,4096,2,0.8306,2333.56005859375,2301.989990234375,2398.7588,2457.2651,0.0762
birb,image,32,4096,3,0.9394,2333.56005859375,2311.101806640625,2391.9653,2369.959,0.0569
birb,image,32,4096,4,0.8829,2333.56005859375,2303.585205078125,2378.321,2396.937,0.0691
birb,image,32,4096,5,1.0081,2333.56005859375,2244.528564453125,2363.5845,2400.7852,0.0666
birb,image,32,4096,6,0.7402,2333.56005859375,2316.47021484375,2356.424,2395.4185,0.0638
birb,image,32,4096,7,0.8052,2333.56005859375,2381.3369140625,2448.839,2464.6953,0.0603
birb,image,32,4096,8,1.1122,2333.56005859375,2297.997802734375,2416.1318,2382.7793,0.0677
birb,image,32,4096,9,0.9367,2333.56005859375,2281.284912109375,2357.5298,2382.3918,0.0731
birb,image,32,8192,0,0.9367,2333.56005859375,2341.83544921875,2385.6802,2373.5574,0.094
birb,image,32,8192,1,0.8769,2333.56005859375,2300.76708984375,2355.041,2374.9155,0.064
birb,image,32,8192,2,0.8689,2333.56005859375,2355.76513671875,2388.3818,2404.544,0.1042
birb,image,32,8192,3,0.8611,2333.56005859375,2365.515869140625,2399.1624,2336.646,0.0642
birb,image,32,8192,4,0.7891,2333.56005859375,2332.888916015625,2372.393,2347.928,0.0832
birb,image,32,8192,5,0.8804,2333.56005859375,2290.08544921875,2332.1853,2348.3782,0.0675
birb,image,32,8192,6,0.9541,2333.56005859375,2308.5927734375,2356.9634,2362.0176,0.0978
birb,image,32,8192,7,0.8436,2333.56005859375,2334.1298828125,2350.531,2391.6763,0.0729
birb,image,32,8192,8,0.9318,2333.56005859375,2294.883056640625,2351.142,2351.992,0.0824
birb,image,32,8192,9,0.7988,2333.56005859375,2315.97705078125,2355.1292,2391.4126,0.0712
birb,image,64,64,0,1.3957,1258.1444091796875,614.47509765625,1633.6925,2985.3223,0.0484
birb,image,64,64,1,1.2829,1258.1444091796875,565.1649780273438,1687.3862,2851.4019,0.0439
birb,image,64,64,2,1.2294,1258.1444091796875,433.2740173339844,1711.5973,2952.3916,0.05
birb,image,64,64,3,1.2811,1258.1444091796875,540.3573608398438,1689.175,3839.0046,0.0482
birb,image,64,64,4,1.1777,1258.1444091796875,527.1094360351562,1659.4502,3020.5962,0.0469
birb,image,64,64,5,1.2544,1258.1444091796875,631.1641235351562,1717.0231,3611.3264,0.0451
birb,image,64,64,6,1.3226,1258.1444091796875,539.5931396484375,1665.3386,2848.3525,0.047
birb,image,64,64,7,1.3568,1258.1444091796875,584.7540893554688,1725.8276,2464.1614,0.0518
birb,image,64,64,8,1.3992,1258.1444091796875,514.1644897460938,1666.0757,2699.9243,0.0539
birb,image,64,64,9,1.1872,1258.1444091796875,530.3816528320312,1683.4417,2845.9204,0.0529
birb,image,64,128,0,1.264,1258.1444091796875,461.52325439453125,1735.9828,1958.0734,0.0479
birb,image,64,128,1,1.1864,1258.1444091796875,565.1649169921875,1687.3862,2146.4858,0.0477
birb,image,64,128,2,1.2762,1258.1444091796875,433.2740783691406,1711.5973,2009.3983,0.062
birb,image,64,128,3,1.2625,1258.1444091796875,540.3573608398438,1689.175,2298.5027,0.0504
birb,image,64,128,4,1.3175,1258.1444091796875,527.1094360351562,1659.4502,1874.9666,0.042
birb,image,64,128,5,1.3064,1258.1444091796875,631.1641845703125,1717.0231,2138.5017,0.0459
birb,image,64,128,6,1.4736,1258.1444091796875,539.5931396484375,1665.3386,2240.8665,0.0503
birb,image,64,128,7,1.3497,1258.1444091796875,584.7540893554688,1725.8276,1969.334,0.0496
birb,image,64,128,8,1.3162,1258.1444091796875,514.1644897460938,1666.0757,1969.0685,0.0513
birb,image,64,128,9,1.3644,1258.1444091796875,530.3816528320312,1683.4417,2016.3501,0.057
birb,image,64,256,0,1.2127,1258.1444091796875,877.4453125,1563.6809,1820.1418,0.0528
birb,image,64,256,1,1.4086,1258.1444091796875,936.9644775390625,1562.9858,1804.7242,0.0524
birb,image,64,256,2,1.2396,1258.1444091796875,791.6925659179688,1613.7926,1678.8059,0.0463
birb,image,64,256,3,1.2142,1258.1444091796875,825.0408935546875,1585.1969,1697.0262,0.0492
birb,image,64,256,4,1.2715,1258.1444091796875,852.8584594726562,1573.2314,1832.0298,0.052
birb,image,64,256,5,1.1841,1258.1444091796875,818.4180908203125,1577.3882,1740.2097,0.0408
birb,image,64,256,6,1.3226,1258.1444091796875,866.1328735351562,1590.773,1762.1482,0.0492
birb,image,64,256,7,1.3467,1258.1444091796875,849.5531005859375,1589.7137,1726.856,0.051
birb,image,64,256,8,1.3273,1258.1444091796875,861.1246337890625,1568.202,1641.4912,0.0462
birb,image,64,256,9,1.2446,1258.1444091796875,878.1690063476562,1569.2422,1724.4441,0.0473
birb,image,64,512,0,1.2981,1258.1444091796875,1106.244140625,1453.6499,1525.6548,0.0497
birb,image,64,512,1,1.2637,1258.1444091796875,1084.905517578125,1474.5559,1565.8257,0.0508
birb,image,64,512,2,1.3449,1258.1444091796875,1052.2647705078125,1500.5721,1570.764,0.0477
birb,image,64,512,3,1.4704,1258.1444091796875,996.534423828125,1474.9934,1563.6699,0.0475
birb,image,64,512,4,1.5286,1258.1444091796875,1043.1358642578125,1439.3416,1603.2814,0.0523
birb,image,64,512,5,1.3542,1258.1444091796875,1075.6097412109375,1456.9913,1645.5635,0.0517
birb,image,64,512,6,1.3665,1258.1444091796875,1059.076171875,1473.0046,1546.5732,0.0484
birb,image,64,512,7,1.2242,1258.1444091796875,1043.8487548828125,1482.5344,1530.315,0.05
birb,image,64,512,8,1.2462,1258.1444091796875,1093.9918212890625,1497.022,1537.864,0.0528
birb,image,64,512,9,1.2094,1258.1444091796875,1069.34716796875,1440.9146,1542.2014,0.0532
birb,image,64,1024,0,1.2863,1258.1444091796875,1154.34375,1411.5725,1486.4404,0.0595
birb,image,64,1024,1,1.479,1258.1444091796875,1149.1866455078125,1373.9133,1471.0623,0.0521
birb,image,64,1024,2,1.3166,1258.1444091796875,1174.6107177734375,1408.2354,1439.2982,0.0559
birb,image,64,1024,3,1.3101,1258.1444091796875,1142.002197265625,1392.8533,1430.0768,0.0622
birb,image,64,1024,4,1.3142,1258.1444091796875,1216.2711181640625,1417.2053,1486.6494,0.0545
birb,image,64,1024,5,1.2403,1258.1444091796875,1126.4725341796875,1378.4996,1463.0605,0.0498
birb,image,64,1024,6,1.2672,1258.1444091796875,1174.9290771484375,1416.0205,1510.1626,0.0477
birb,image,64,1024,7,1.3949,1258.1444091796875,1128.4713134765625,1395.5623,1419.5371,0.0545
birb,image,64,1024,8,1.2638,1258.1444091796875,1116.56982421875,1365.6697,1451.6892,0.0519
birb,image,64,1024,9,1.2487,1258.1444091796875,1145.7581787109375,1392.0864,1441.6641,0.0517
birb,image,64,4096,0,1.2732,1258.1444091796875,1265.334716796875,1353.6986,1368.3479,0.067
birb,image,64,4096,1,1.3222,1258.1444091796875,1216.8717041015625,1313.2212,1337.9883,0.0668
birb,image,64,4096,2,1.2685,1258.1444091796875,1228.647705078125,1319.06,1344.9626,0.064
birb,image,64,4096,3,1.306,1258.1444091796875,1246.0706787109375,1326.2937,1350.6895,0.0713
birb,image,64,4096,4,1.2575,1258.1444091796875,1216.5167236328125,1325.6039,1358.5227,0.0702
birb,image,64,4096,5,1.2258,1258.1444091796875,1263.4561767578125,1339.683,1348.4717,0.0826
birb,image,64,4096,6,1.2726,1258.1444091796875,1264.0615234375,1317.351,1337.3921,0.0582
birb,image,64,4096,7,1.3134,1258.1444091796875,1269.171630859375,1325.6736,1359.5137,0.0749
birb,image,64,4096,8,1.2778,1258.1444091796875,1242.38720703125,1310.7368,1360.0737,0.0693
birb,image,64,4096,9,1.2684,1258.1444091796875,1245.80615234375,1329.592,1340.9866,0.1444
birb,image,64,8192,0,1.3507,1258.1444091796875,1243.279541015625,1295.153,1331.5444,0.0951
birb,image,64,8192,1,1.2382,1258.1444091796875,1267.677734375,1298.3772,1302.3472,0.0838
birb,image,64,8192,2,1.456,1258.1444091796875,1243.2734375,1295.6829,1312.3333,0.0782
birb,image,64,8192,3,1.3381,1258.1444091796875,1238.9576416015625,1283.6925,1316.4679,0.0755
birb,image,64,8192,4,1.4163,1258.1444091796875,1267.154052734375,1303.6835,1306.2512,0.0796
birb,image,64,8192,5,1.2783,1258.1444091796875,1228.1634521484375,1287.3586,1312.3641,0.0867
birb,image,64,8192,6,1.2772,1258.1444091796875,1255.560302734375,1297.1599,1332.9727,0.0744
birb,image,64,8192,7,1.3344,1258.1444091796875,1260.4638671875,1307.1625,1310.6008,0.0874
birb,image,64,8192,8,1.3289,1258.1444091796875,1253.41552734375,1300.0831,1307.4495,0.1042
birb,image,64,8192,9,1.5136,1258.1444091796875,1264.9471435546875,1309.2375,1298.7422,0.0711
donuts,tabular,2,64,0,0.6183,99270338.16536354,97433652.9016061,100128144.75862469,101280004.34243765,0.0399
donuts,tabular,2,64,1,0.6787,99270338.16536354,90922108.46693279,107430757.9165906,100873529.58271992,0.0503
donuts,tabular,2,64,2,0.8029,99270338.16536354,95096294.54685928,103923252.68747665,101374992.37924773,0.0409
donuts,tabular,2,64,3,0.6607,99270338.16536354,101444527.7199973,105030599.65878221,100151002.9298037,0.0406
donuts,tabular,2,64,4,0.8543,99270338.16536354,92265217.13641387,106101791.54724199,100239041.50869969,0.0453
donuts,tabular,2,64,5,0.6252,99270338.16536354,96330433.35684991,101762156.3663155,100741727.89436375,0.0601
donuts,tabular,2,64,6,0.8694,99270338.16536354,93322226.34372473,106787184.31572583,99569261.38720796,0.0562
donuts,tabular,2,64,7,0.7265,99270338.16536354,93709948.24395923,102444184.41133395,100189014.13503212,0.0447
donuts,tabular,2,64,8,0.6289,99270338.16536354,89644995.97654873,103234842.84305692,102140753.41125077,0.0446
donuts,tabular,2,64,9,0.653,99270338.16536354,95887127.56250538,101290449.95417559,107355474.88676782,0.047
donuts,tabular,2,128,0,0.6556,99270338.16536354,99057928.94245072,99589639.79701653,101663792.01868474,0.0483
donuts,tabular,2,128,1,0.7487,99270338.16536354,94427398.41431741,99904836.32591654,100636338.21023476,0.0423
donuts,tabular,2,128,2,0.7409,99270338.16536354,97819631.70071128,100277116.93189004,101954672.76484713,0.047
donuts,tabular,2,128,3,0.789,99270338.16536354,94831481.21702662,105455999.3078531,100236616.6679994,0.0497
donuts,tabular,2,128,4,0.6295,99270338.16536354,101097464.10488696,99917574.88949566,99631200.34229626,0.0448
donuts,tabular,2,128,5,0.7475,99270338.16536354,100228833.73770481,99671603.2116502,101487112.02303328,0.0475
donuts,tabular,2,128,6,0.8137,99270338.16536354,98328255.79282111,100207981.801913,99771993.42013568,0.0464
donuts,tabular,2,128,7,0.696,99270338.16536354,100857890.8941654,100657714.49466786,100819635.94101304,0.0447
donuts,tabular,2,128,8,0.679,99270338.16536354,99440632.38382798,101100169.28532873,101256137.00804386,0.0569
donuts,tabular,2,128,9,0.6035,99270338.16536354,96364330.58398591,102204866.7761646,103310557.26936704,0.048
donuts,tabular,2,256,0,0.7157,99270338.16536354,98619899.96419889,99881441.99676187,99836368.54705375,0.0475
donuts,tabular,2,256,1,0.6591,99270338.16536354,97590069.94890136,99771801.11171257,99663218.5328255,0.044
donuts,tabular,2,256,2,0.7159,99270338.16536354,99063177.18290156,99434862.92527345,100678758.82233648,0.0417
donuts,tabular,2,256,3,0.7315,99270338.16536354,98075120.38378319,100207579.46284133,100030218.01164314,0.0617
donuts,tabular,2,256,4,0.573,99270338.16536354,100008713.7873826,99583336.82181714,99957673.14347924,0.0463
donuts,tabular,2,256,5,0.7301,99270338.16536354,101912968.06809725,100729928.48480624,101018911.72117525,0.0453
donuts,tabular,2,256,6,0.5179,99270338.16536354,97608087.2629404,99627410.50668907,100399958.75278513,0.0404
donuts,tabular,2,256,7,0.785,99270338.16536354,97845505.68852636,99677962.98876868,99895133.08017911,0.0429
donuts,tabular,2,256,8,0.5576,99270338.16536354,97417349.40342468,99958379.7854653,100105402.1015575,0.0448
donuts,tabular,2,256,9,0.7889,99270338.16536354,98231126.12330666,99585443.93257175,99832154.82631922,0.0469
donuts,tabular,2,512,0,0.7795,99270338.16536354,99961051.1629098,99384518.29557899,100269186.56342798,0.0455
donuts,tabular,2,512,1,0.5645,99270338.16536354,97943681.06710106,100444995.54675657,99531749.93271424,0.0469
donuts,tabular,2,512,2,0.7643,99270338.16536354,97468257.52500524,100133788.59332344,101225806.41904238,0.0446
donuts,tabular,2,512,3,0.7893,99270338.16536354,99994219.79323581,99548977.16373377,99859383.4572493,0.0454
donuts,tabular,2,512,4,0.7153,99270338.16536354,96832579.41754067,101711800.04376881,99383437.11450425,0.0492
donuts,tabular,2,512,5,0.67,99270338.16536354,97995027.5504694,99604006.10143958,99290557.11708921,0.0451
donuts,tabular,2,512,6,0.6995,99270338.16536354,98398234.94160521,99875711.61189003,99552239.38741761,0.0442
donuts,tabular,2,512,7,0.6333,99270338.16536354,99823237.46430148,99426404.56079336,99721295.38948894,0.0488
donuts,tabular,2,512,8,0.7126,99270338.16536354,99051163.33584557,99452176.36636928,99746249.02267277,0.0457
donuts,tabular,2,512,9,0.6894,99270338.16536354,97424567.77837831,99470953.4047167,99343748.4074054,0.0434
donuts,tabular,2,1024,0,0.6749,99270338.16536354,99073145.34258746,99387339.67233878,100134437.91093779,0.0447
donuts,tabular,2,1024,1,0.6892,99270338.16536354,98866489.9050123,99371342.2211283,99372803.58647949,0.0499
donuts,tabular,2,1024,2,0.5714,99270338.16536354,99289220.39856987,99362130.6631361,99375581.17460757,0.044
donuts,tabular,2,1024,3,0.6835,99270338.16536354,99053516.70283481,100159760.57803413,99526546.69969629,0.0471
donuts,tabular,2,1024,4,0.6277,99270338.16536354,99326913.8460893,99698075.54611307,99454054.6816665,0.045
donuts,tabular,2,1024,5,0.7475,99270338.16536354,98527545.31211178,99352518.61444777,99369654.49410488,0.0483
donuts,tabular,2,1024,6,0.6953,99270338.16536354,98524106.70028634,99338271.9583436,99790784.01003234,0.047
donuts,tabular,2,1024,7,0.8906,99270338.16536354,99029664.85823193,99282413.43098788,99422271.25325046,0.0437
donuts,tabular,2,1024,8,0.8468,99270338.16536354,98878229.56681412,99525929.22648396,99416028.39702098,0.0478
donuts,tabular,2,1024,9,0.6255,99270338.16536354,98794600.77496047,99353375.19642475,99424811.33282024,0.0474
donuts,tabular,2,4096,0,0.6976,99270338.16536354,98815376.35958101,99286204.59350583,99309618.36980112,0.0526
donuts,tabular,2,4096,1,0.5864,99270338.16536354,98771206.99052414,99328167.37791261,99306963.15106039,0.0506
donuts,tabular,2,4096,2,0.7172,99270338.16536354,99141057.19406502,99355821.15413573,99299573.38077627,0.0575
donuts,tabular,2,4096,3,0.6563,99270338.16536354,99934665.76704293,99369036.09551041,99327917.07328194,0.0575
donuts,tabular,2,4096,4,0.79,99270338.16536354,99194763.90299118,99359825.97743468,99307395.0997785,0.0496
donuts,tabular,2,4096,5,0.7244,99270338.16536354,98787641.5789395,99342893.72149402,99363529.12907043,0.0607
donuts,tabular,2,4096,6,0.6834,99270338.16536354,98998400.30294462,99284841.60132569,99335955.30550328,0.0647
donuts,tabular,2,4096,7,0.7702,99270338.16536354,99067587.2786504,99414649.83875151,99305116.74542186,0.0576
donuts,tabular,2,4096,8,0.7581,99270338.16536354,99021862.68855684,99308593.25367156,99323436.6383505,0.072
donuts,tabular,2,4096,9,0.7056,99270338.16536354,99334254.88469845,99325952.77800839,99343551.2682427,0.0536
donuts,tabular,2,8192,0,0.7295,99270338.16536354,99171454.93697646,99303260.10741022,99340049.01555769,0.0555
donuts,tabular,2,8192,1,0.7094,99270338.16536354,99282168.12298931,99287645.70673239,99296370.14700359,0.0713
donuts,tabular,2,8192,2,0.832,99270338.16536354,99137382.38947801,99282044.73336974,99278100.98529893,0.0553
donuts,tabular,2,8192,3,0.8072,99270338.16536354,99512366.05411556,99292976.98696631,99328226.06012574,0.052
donuts,tabular,2,8192,4,0.625,99270338.16536354,99231830.02721347,99285134.85008991,99278684.78478613,0.0523
donuts,tabular,2,8192,5,0.6934,99270338.16536354,99147934.52583732,99279483.14118177,99325497.46771231,0.0536
donuts,tabular,2,8192,6,0.6868,99270338.16536354,99267607.10049419,99276029.58584249,99303465.69339749,0.0582
donuts,tabular,2,8192,7,0.7376,99270338.16536354,98908995.59969088,99376337.26886076,99294859.97302848,0.0629
donuts,tabular,2,8192,8,0.7478,99270338.16536354,99058344.03873347,99283123.49118754,99276348.84645501,0.0543
donuts,tabular,2,8192,9,0.6725,99270338.16536354,99414897.21049339,99305314.3514199,99309663.37803274,0.0508
donuts,tabular,4,64,0,0.7129,43950548.64908449,41481714.19722837,46093860.91024618,49948928.08896761,0.0492
donuts,tabular,4,64,1,0.7063,43950548.64908449,42946619.120435126,44707780.42886673,49058158.94213978,0.0478
donuts,tabular,4,64,2,0.6327,43950548.64908449,37376167.25964851,47762452.20870675,50249225.836073935,0.0456
donuts,tabular,4,64,3,0.5972,43950548.64908449,38597592.350993946,47443446.60932421,48671057.02244973,0.0453
donuts,tabular,4,64,4,0.7373,43950548.64908449,38826392.24526285,47752952.27595086,50041489.52065766,0.0458
donuts,tabular,4,64,5,0.7042,43950548.64908449,40285272.1984448,47960086.99863626,47561103.981146775,0.0437
donuts,tabular,4,64,6,0.8027,43950548.64908449,39225655.18496866,48198574.59339534,57554186.85473865,0.0464
donuts,tabular,4,64,7,0.92,43950548.64908449,47004014.78386629,50139847.05539103,50336638.25858365,0.0464
donuts,tabular,4,64,8,0.8332,43950548.64908449,40515177.42914056,45799836.59096173,50582910.801771924,0.0481
donuts,tabular,4,64,9,1.2187,43950548.64908449,40844319.08776633,49470350.96107519,47839217.66165264,0.052
donuts,tabular,4,128,0,0.8392,43950548.64908449,45763109.65972004,48007579.61071566,62906084.587591715,0.0423
donuts,tabular,4,128,1,1.2713,43950548.64908449,42016404.26846957,46730474.049705274,47368141.849463455,0.0461
donuts,tabular,4,128,2,0.6779,43950548.64908449,38998079.2922858,46219314.71997371,48142090.636369765,0.0405
donuts,tabular,4,128,3,0.9091,43950548.64908449,43669134.18388467,44432618.55695687,48498196.348625444,0.0475
donuts,tabular,4,128,4,0.7129,43950548.64908449,38938619.38568437,45266121.78194879,46702564.18659657,0.0603
donuts,tabular,4,128,5,0.8909,43950548.64908449,44107016.886803195,51126332.55635184,49890282.02673285,0.0478
donuts,tabular,4,128,6,0.9141,43950548.64908449,43010899.37676926,46303525.24165515,46062979.26100856,0.0419
donuts,tabular,4,128,7,0.7751,43950548.64908449,42108032.69306959,45622697.23076715,48655020.373346694,0.0444
donuts,tabular,4,128,8,0.9548,43950548.64908449,39110559.876403034,50107662.542612955,47392242.495453835,0.0448
donuts,tabular,4,128,9,0.6164,43950548.64908449,43021188.42951081,44727870.63218406,44144695.19917467,0.0467
donuts,tabular,4,256,0,0.9403,43950548.64908449,48039552.590193,48934306.418981194,44530046.78612308,0.0456
donuts,tabular,4,256,1,0.8825,43950548.64908449,48885294.619614325,48718328.337405056,49108346.36560804,0.0433
donuts,tabular,4,256,2,0.9287,43950548.64908449,43499004.905147985,46105591.015825525,46215685.24750101,0.046
donuts,tabular,4,256,3,0.8512,43950548.64908449,43206323.92648736,45000443.37588269,48621682.93686305,0.0491
donuts,tabular,4,256,4,0.6904,43950548.64908449,43534334.50677704,44583139.8353198,44768822.29885715,0.0451
donuts,tabular,4,256,5,0.6955,43950548.64908449,43781435.70332749,44439944.11603038,49353734.971295856,0.0414
donuts,tabular,4,256,6,0.841,43950548.64908449,41603984.81064193,46864062.411957726,45385230.100693464,0.0449
donuts,tabular,4,256,7,1.0032,43950548.64908449,41009838.23998213,45860734.07741656,49366174.15373719,0.0548
donuts,tabular,4,256,8,0.8073,43950548.64908449,42018847.41394268,44950745.789799005,44554034.41283397,0.0462
donuts,tabular,4,256,9,0.9144,43950548.64908449,48782222.130647674,48824376.40451904,46202683.58734776,0.0562
donuts,tabular,4,512,0,0.7317,43950548.64908449,43048080.79661054,44160521.76509602,48612561.437794104,0.0512
donuts,tabular,4,512,1,0.7699,43950548.64908449,42969057.980859615,44213667.872014254,49192039.170968644,0.0492
donuts,tabular,4,512,2,0.8842,43950548.64908449,43667418.68866757,44223155.449922286,44690169.469071805,0.0464
donuts,tabular,4,512,3,0.9223,43950548.64908449,50400007.07349963,49031022.87698178,44180270.22319551,0.0429
donuts,tabular,4,512,4,0.7152,43950548.64908449,43313800.09526331,44278236.04397459,45998500.292544864,0.0431
donuts,tabular,4,512,5,0.8421,43950548.64908449,44227475.916321084,44481806.08513571,46241662.8031791,0.0435
donuts,tabular,4,512,6,0.9616,43950548.64908449,43948036.41899321,44192684.758317515,44673564.64539943,0.0487
donuts,tabular,4,512,7,0.7283,43950548.64908449,43311712.637350574,44093663.60079652,44391524.701150306,0.0485
donuts,tabular,4,512,8,1.0171,43950548.64908449,43100266.51559514,44871922.455211766,44160836.52383147,0.0439
donuts,tabular,4,512,9,0.9959,43950548.64908449,47897139.849174306,49248190.7871145,44219513.81166818,0.0461
donuts,tabular,4,1024,0,0.8138,43950548.64908449,43773208.469243355,44100271.1212725,44204232.60965368,0.0469
donuts,tabular,4,1024,1,0.673,43950548.64908449,43065351.25007778,44508942.10128404,44231358.081818774,0.0458
donuts,tabular,4,1024,2,0.6901,43950548.64908449,43975775.39557371,44039947.44069769,44099419.008741684,0.0482
donuts,tabular,4,1024,3,0.7239,43950548.64908449,43685333.30427733,44216712.79673185,44122618.84037881,0.0422
donuts,tabular,4,1024,4,1.0001,43950548.64908449,43770599.48526801,44308645.40969491,44173844.99072361,0.0516
donuts,tabular,4,1024,5,0.6249,43950548.64908449,44286491.59978855,44428222.122386076,48894165.97558827,0.051
donuts,tabular,4,1024,6,1.3055,43950548.64908449,43978281.314119376,44241754.544364706,55818109.28969228,0.0486
donuts,tabular,4,1024,7,0.7546,43950548.64908449,44311456.19208343,44033918.56090273,55724564.88932156,0.0474
donuts,tabular,4,1024,8,0.6456,43950548.64908449,44183771.71898949,44121166.21191393,49026179.512067184,0.0569
donuts,tabular,4,1024,9,0.7243,43950548.64908449,43433546.07995254,44204467.77622407,44052007.81655976,0.0448
donuts,tabular,4,4096,0,0.5835,43950548.64908449,43903277.95093673,44100667.193273485,44147911.65816523,0.0468
donuts,tabular,4,4096,1,0.7315,43950548.64908449,44213705.45664645,44037740.165385865,44011527.54430824,0.0501
donuts,tabular,4,4096,2,0.603,43950548.64908449,43741868.98105544,43982226.66877638,44005111.178244114,0.0505
donuts,tabular,4,4096,3,0.6246,43950548.64908449,43605316.11411975,43958369.48488382,43985209.84960853,0.0534
donuts,tabular,4,4096,4,0.6704,43950548.64908449,44020822.150030084,43963649.48785894,44053843.41532737,0.0538
donuts,tabular,4,4096,5,0.8038,43950548.64908449,43778799.58387717,43959846.381768815,48710326.161792174,0.0584
donuts,tabular,4,4096,6,0.5533,43950548.64908449,44051675.85419443,44027290.9790885,44028826.46481899,0.0524
donuts,tabular,4,4096,7,0.6377,43950548.64908449,43980412.24545535,43967340.00502355,48987628.52854499,0.049
donuts,tabular,4,4096,8,0.5583,43950548.64908449,43992953.89969815,43970580.80367623,43954704.190586075,0.0526
donuts,tabular,4,4096,9,0.7268,43950548.64908449,44162550.03544142,43965056.13460606,44034760.60856947,0.0502
donuts,tabular,4,8192,0,0.6504,43950548.64908449,44072209.438913785,43983396.252863035,55828212.54283571,0.0575
