Dataset,Clusters,Budget,Iteration,Cost,Time
uber,32,64,0,54.57745252587873,0.4136
uber,32,64,1,55.308912621909776,0.3922
uber,32,64,2,57.85023968891033,0.429
uber,32,64,3,56.89673599062955,0.3777
uber,32,64,4,51.403661488460685,0.4013
uber,32,128,0,48.51052130007522,0.3648
uber,32,128,1,51.42830291825342,0.3894
uber,32,128,2,48.698161306535,0.416
uber,32,128,3,49.21010223129353,0.3863
uber,32,128,4,49.08349347091933,0.3723
uber,32,256,0,47.24945372933114,0.4068
uber,32,256,1,46.27469448757144,0.4132
uber,32,256,2,47.925351710750334,0.4002
uber,32,256,3,45.12359946866058,0.3841
uber,32,256,4,45.82104691802386,0.3886
uber,32,512,0,40.80837790973062,0.3925
uber,32,512,1,42.50275040950758,0.4158
uber,32,512,2,43.80931848504984,0.4316
uber,32,512,3,42.194706461585426,0.3808
uber,32,512,4,44.69351547703849,0.407
uber,32,1024,0,42.40387712403292,0.3588
uber,32,1024,1,41.35499265418527,0.335
uber,32,1024,2,42.30611802878215,0.3484
uber,32,1024,3,40.01713121473888,0.4077
uber,32,1024,4,40.30255436237748,0.376
uber,32,4096,0,41.30407552416966,0.404
uber,32,4096,1,38.96602981194336,0.4325
uber,32,4096,2,39.42850441280015,0.4282
uber,32,4096,3,39.19199999332233,0.4309
uber,32,4096,4,38.89699273399622,0.4262
uber,64,64,0,23.87624357757207,0.5432
uber,64,64,1,24.96900572457253,0.5517
uber,64,64,2,23.434106440532194,0.5076
uber,64,64,3,23.326021237560752,0.4863
uber,64,64,4,25.404240577377664,0.5219
uber,64,128,0,24.0461614291538,0.5648
uber,64,128,1,25.932971696965645,0.5518
uber,64,128,2,24.264594555660114,0.5413
uber,64,128,3,24.64202741394327,0.5736
uber,64,128,4,24.125694550738586,0.5523
uber,64,256,0,22.79951283711207,0.6284
uber,64,256,1,22.245128203003407,0.5615
uber,64,256,2,22.626828894744296,0.5454
uber,64,256,3,23.217412202979638,0.5329
uber,64,256,4,22.428185865724643,0.5222
uber,64,512,0,21.676525857408883,0.5702
uber,64,512,1,22.147642184131886,0.558
uber,64,512,2,21.605526560087718,0.5473
uber,64,512,3,21.659789051286893,0.5729
uber,64,512,4,22.07220238794625,0.4927
uber,64,1024,0,20.568756597120142,0.5504
uber,64,1024,1,21.24428330169959,0.5481
uber,64,1024,2,21.263468464086763,0.5154
uber,64,1024,3,20.775418048505326,0.5381
uber,64,1024,4,20.87145614237994,0.5542
uber,64,4096,0,19.677419236674382,0.6397
uber,64,4096,1,19.329625003008914,0.6053
uber,64,4096,2,19.197831164230017,0.6121
uber,64,4096,3,19.329560836640077,0.5853
