Dataset,Clusters,Budget,Iteration,Cost,Time
donuts,32,256,0,4599046.0037747305,0.0834
donuts,32,256,1,4341662.074300307,0.1093
donuts,32,256,2,4472856.019735603,0.0926
donuts,32,256,3,4528318.622842793,0.0831
donuts,32,256,4,4494480.748639237,0.0847
donuts,32,512,0,4311889.660825159,0.1198
donuts,32,512,1,4132983.0239491463,0.1057
donuts,32,512,2,4283924.716667881,0.1488
donuts,32,512,3,4093217.3165672,0.1222
donuts,32,512,4,4190425.776119996,0.0948
donuts,32,1024,0,3980075.8707685648,0.0954
donuts,32,1024,1,4134991.738859248,0.1331
donuts,32,1024,2,4078922.0659465548,0.1481
donuts,32,1024,3,4026186.1308802664,0.0917
donuts,32,1024,4,3997760.219809443,0.1326
donuts,32,2048,0,3951171.3541389583,0.1383
donuts,32,2048,1,4030957.2646673303,0.1017
donuts,32,2048,2,4001067.005084335,0.1048
donuts,32,2048,3,4079730.8005158147,0.1589
donuts,32,2048,4,3951768.151366406,0.1029
donuts,32,4096,0,3923339.238017936,0.1612
donuts,32,4096,1,3895523.078754222,0.1213
donuts,32,4096,2,3904891.5555094974,0.2137
donuts,32,4096,3,3959386.422680741,0.1646
donuts,32,4096,4,3889040.253785694,0.1314
donuts,64,64,0,4565796.365367843,0.1418
donuts,64,64,1,3688912.841887502,0.1419
donuts,64,64,2,3737972.2326616985,0.1417
donuts,64,64,3,4793987.446449803,0.0972
donuts,64,64,4,4240626.8129786365,0.1352
donuts,64,128,0,2797899.2912407573,0.1036
donuts,64,128,1,2628035.5934067415,0.0948
donuts,64,128,2,2935600.749097525,0.1027
donuts,64,128,3,2869563.033554319,0.1055
donuts,64,128,4,2945709.1959508588,0.1629
donuts,64,256,0,2500691.962714198,0.13
donuts,64,256,1,2641007.1883859723,0.1464
donuts,64,256,2,2779486.9777437923,0.1154
donuts,64,256,3,2543180.681291825,0.1495
donuts,64,256,4,2603420.512726914,0.1068
donuts,64,512,0,2316416.905232036,0.1668
donuts,64,512,1,2437195.370911395,0.1054
donuts,64,512,2,2350688.1597520923,0.1523
donuts,64,512,3,2362504.153827389,0.1026
donuts,64,512,4,2357325.003528546,0.1045
donuts,64,1024,0,2209117.825271657,0.1133
donuts,64,1024,1,2212428.623399525,0.1215
donuts,64,1024,2,2191111.525291423,0.143
donuts,64,1024,3,2229224.445772819,0.115
donuts,64,1024,4,2193728.166475985,0.1406
donuts,64,2048,0,2129751.690384017,0.1525
donuts,64,2048,1,2114564.415695825,0.1123
donuts,64,2048,2,2151420.8433822617,0.1568
donuts,64,2048,3,2167221.534961218,0.118
donuts,64,2048,4,2129884.3237274056,0.1705
donuts,64,4096,0,2075307.243895093,0.2121
donuts,64,4096,1,2087642.3103726422,0.1627
donuts,64,4096,2,2124712.6891269237,0.1817
donuts,64,4096,3,2078150.304923295,0.2725
donuts,64,4096,4,2060138.3020545589,0.172
uber,2,64,0,770.6599124858428,0.0963
uber,2,64,1,748.0123517654254,0.0558
uber,2,64,2,759.2330292086649,0.113
uber,2,64,3,774.0550362826925,0.1017
uber,2,64,4,740.2041666899888,0.063
uber,2,128,0,891.4203754231208,0.0788
uber,2,128,1,886.078744732532,0.0909
uber,2,128,2,770.9601605075516,0.0579
uber,2,128,3,738.4098889225029,0.0991
uber,2,128,4,761.1505846477398,0.0897
uber,2,256,0,733.1646048631242,0.0567
uber,2,256,1,746.2571786168737,0.1151
uber,2,256,2,734.7054049649247,0.0668
uber,2,256,3,748.405167588679,0.0834
uber,2,256,4,765.3705613035943,0.0845
uber,2,512,0,736.1516583226932,0.0714
uber,2,512,1,734.1719129185681,0.057
uber,2,512,2,733.7378963399248,0.0841
uber,2,512,3,733.0446694241092,0.0808
uber,2,512,4,882.2470079542463,0.0919
uber,2,1024,0,880.8359050709895,0.1068
uber,2,1024,1,733.1070203531622,0.0606
uber,2,1024,2,734.0572287899197,0.0571
uber,2,1024,3,733.7097356342763,0.0851
uber,2,1024,4,738.9539232874582,0.1085
uber,2,2048,0,736.6273373858396,0.1258
uber,2,2048,1,734.7065822826125,0.1032
uber,2,2048,2,742.1133135465248,0.061
uber,2,2048,3,737.1075631718243,0.0758
uber,2,2048,4,733.795403418605,0.1296
uber,2,4096,0,733.7691565181659,0.0796
uber,2,4096,1,732.9965664140891,0.0859
uber,2,4096,2,733.9639561420345,0.0706
uber,2,4096,3,734.1149273503639,0.0954
uber,2,4096,4,733.1233991654645,0.0803
uber,4,64,0,449.38782277582084,0.0757
uber,4,64,1,362.5017645361894,0.0762
uber,4,64,2,541.583715951822,0.0572
uber,4,64,3,367.9696811968456,0.058
uber,4,64,4,451.8437102446661,0.0884
uber,4,128,0,349.4074364850445,0.0778
uber,4,128,1,346.43783909020215,0.0921
uber,4,128,2,404.51184466986655,0.0769
uber,4,128,3,343.73855295549504,0.0964
uber,4,128,4,383.05364707069754,0.0769
uber,4,256,0,336.9710938908968,0.0761
uber,4,256,1,355.7201690877074,0.0559
uber,4,256,2,340.0938044665106,0.0621
uber,4,256,3,350.7485830365881,0.0746
uber,4,256,4,338.6628828156056,0.0577
uber,4,512,0,340.9068326873102,0.0918
uber,4,512,1,366.7493455553407,0.0634
uber,4,512,2,338.30354685725763,0.058
uber,4,512,3,336.1779353835411,0.0565
uber,4,512,4,336.4772032496021,0.0623
uber,4,1024,0,335.306104393171,0.1055
uber,4,1024,1,399.2461184352939,0.1043
uber,4,1024,2,337.6593866207545,0.0653
uber,4,1024,3,336.9070930744606,0.0586
uber,4,1024,4,398.2797125634998,0.0622
uber,4,2048,0,335.0912160374458,0.0664
uber,4,2048,1,337.44944694222494,0.0706
uber,4,2048,2,335.3458997473431,0.1105
uber,4,2048,3,335.3929835926075,0.0734
uber,4,2048,4,336.62621156221616,0.0642
uber,4,4096,0,335.43176837908356,0.0856
uber,4,4096,1,335.1209979815506,0.1482
uber,4,4096,2,335.0498174535197,0.1598
uber,4,4096,3,340.39191990723054,0.1557
uber,4,4096,4,335.48517534754143,0.1437
uber,8,64,0,204.15986620750547,0.1005
uber,8,64,1,198.46905645728486,0.0589
uber,8,64,2,194.53943634993584,0.0638
uber,8,64,3,201.11311879018777,0.096
uber,8,64,4,226.12646647940113,0.0558
uber,8,128,0,208.147815935543,0.0783
uber,8,128,1,192.59081194910078,0.0592
uber,8,128,2,240.65451704905894,0.0626
uber,8,128,3,199.974243182628,0.0712
uber,8,128,4,256.8007117748839,0.0596
uber,8,256,0,165.9048747727362,0.0612
uber,8,256,1,182.3484146783949,0.0931
uber,8,256,2,169.22235619737037,0.0599
uber,8,256,3,175.37865746298013,0.0615
uber,8,256,4,172.75442707833224,0.0616
uber,8,512,0,185.77523827516396,0.1002
uber,8,512,1,206.6932202777279,0.1048
uber,8,512,2,170.37202667509564,0.0668
uber,8,512,3,168.80614733065048,0.0596
uber,8,512,4,193.73484806581467,0.0669
uber,8,1024,0,176.51786581492888,0.1055
uber,8,1024,1,162.19204666020246,0.074
uber,8,1024,2,171.01551819185806,0.1138
uber,8,1024,3,168.9905544460318,0.1061
uber,8,1024,4,169.72961924186887,0.0698
uber,8,2048,0,163.9203648696744,0.1191
uber,8,2048,1,168.4057813271027,0.0945
uber,8,2048,2,163.6359169290714,0.0669
uber,8,2048,3,161.69358820186451,0.0967
uber,8,2048,4,165.18122141638122,0.0692
uber,8,4096,0,167.14932382959392,0.1678
uber,8,4096,1,161.36633478284176,0.101
uber,8,4096,2,162.0505361276194,0.1142
uber,8,4096,3,166.29522870147946,0.1416
uber,8,4096,4,165.79362344800313,0.1258
uber,16,64,0,231.92070431089553,0.0937
uber,16,64,1,122.48256958983902,0.0648
uber,16,64,2,109.27153972555679,0.0577
uber,16,64,3,197.06412738097367,0.0815
uber,16,64,4,166.87058578804005,0.0581
uber,16,128,0,98.97553099748433,0.0922
uber,16,128,1,102.76228206261032,0.0573
uber,16,128,2,116.11305174568047,0.1079
uber,16,128,3,114.35833742863383,0.111
uber,16,128,4,100.90751469554414,0.0605
uber,16,256,0,103.5326616245154,0.0586
uber,16,256,1,95.29088215320434,0.0582
uber,16,256,2,97.38111253457552,0.085
uber,16,256,3,101.5787882458519,0.083
uber,16,256,4,103.24032025547014,0.1157
uber,16,512,0,99.82573461134419,0.0602
uber,16,512,1,97.13266883299089,0.0631
uber,16,512,2,81.18337563067816,0.0609
uber,16,512,3,86.39580727124995,0.0913
uber,16,512,4,85.84475936463976,0.0599
uber,16,1024,0,86.99463959627187,0.0726
uber,16,1024,1,84.75372084892636,0.1134
uber,16,1024,2,80.74191352897884,0.1027
uber,16,1024,3,81.96949758332671,0.0719
uber,16,1024,4,79.32674279763253,0.0615
uber,16,2048,0,78.22638569660138,0.0932
uber,16,2048,1,78.19102198652008,0.066
uber,16,2048,2,85.07672490357761,0.0897
uber,16,2048,3,78.94128239015939,0.1237
uber,16,2048,4,79.40563415617845,0.1112
uber,16,4096,0,79.36586260835278,0.1714
uber,16,4096,1,78.60414070480547,0.0981
uber,16,4096,2,85.46760648616024,0.101
uber,16,4096,3,90.63808826514992,0.0996
uber,16,4096,4,78.6295728134496,0.1411
uber,32,64,0,80.15814190844529,0.0974
uber,32,64,1,129.45026938751724,0.1263
uber,32,64,2,78.04434066208835,0.0969
uber,32,64,3,90.99568231464295,0.1148
uber,32,64,4,90.135773607054,0.0641
uber,32,128,0,54.67059018061583,0.0738
uber,32,128,1,51.967667620235375,0.1058
