Dataset_Name,Dataset_Type,K_Clusters,Q_Budget,Iteration,Cost_Loyd,Time_Loyd,Cost_Biased,Time_Biased,Cost_Uniform,Time_Uniform
donuts,tabular,16,4096,1,7016603.885696031,0.8126,7546253.919632115,0.3659,7040719.565426665,0.0694
donuts,tabular,16,4096,2,7016603.885696031,0.9378,7144589.432606333,0.3812,7084408.3636944145,0.1014
donuts,tabular,16,4096,3,7016603.885696031,0.9732,7136504.5075626355,0.3699,7038699.098331874,0.0677
donuts,tabular,16,4096,4,7016603.885696031,1.0107,7041290.714481766,0.3238,7133527.289747961,0.0726
donuts,tabular,32,64,0,3818453.282211441,1.9369,4963036.679160738,0.4,6228803.974609892,0.0573
donuts,tabular,32,64,1,3818453.282211441,2.1969,5031071.466022983,0.4142,6042926.318608342,0.0645
donuts,tabular,32,64,2,3818453.282211441,1.9695,5043071.974553928,0.4072,5170131.505996516,0.0615
donuts,tabular,32,64,3,3818453.282211441,1.9614,4844383.765159783,0.3926,5162286.044398221,0.06
donuts,tabular,32,64,4,3818453.282211441,1.999,5006986.822189482,0.4134,5693606.258357398,0.0501
donuts,tabular,32,128,0,3818453.282211441,2.3132,4736835.136121523,0.4298,5242862.79298245,0.066
donuts,tabular,32,128,1,3818453.282211441,2.045,4684362.906793088,0.4479,4870378.294330246,0.0599
donuts,tabular,32,128,2,3818453.282211441,2.087,4594237.040047711,0.4311,4984013.778665559,0.0671
donuts,tabular,32,128,3,3818453.282211441,2.5194,4473287.503840478,0.4342,5070470.074668226,0.0595
donuts,tabular,32,128,4,3818453.282211441,2.5719,4675688.772404124,0.4607,5500605.607726705,0.0555
donuts,tabular,32,256,0,3818453.282211441,2.0271,4359811.318568667,0.4199,4261483.016648736,0.069
donuts,tabular,32,256,1,3818453.282211441,2.6263,4300121.781161503,0.4369,4391853.477031015,0.0747
donuts,tabular,32,256,2,3818453.282211441,2.7891,4205410.371773382,0.4506,4452376.327471397,0.0686
donuts,tabular,32,256,3,3818453.282211441,2.6081,4446508.907406078,0.3952,4378772.86949026,0.0634
donuts,tabular,32,256,4,3818453.282211441,2.1749,4282613.086420158,0.4544,4790526.006714801,0.0569
donuts,tabular,32,512,0,3818453.282211441,2.1441,4226982.452073893,0.4251,4033989.3256490664,0.0621
donuts,tabular,32,512,1,3818453.282211441,2.6876,4068377.448987576,0.4303,4309775.0352118015,0.0563
donuts,tabular,32,512,2,3818453.282211441,2.277,4122236.481361767,0.4943,4317138.974840384,0.0571
donuts,tabular,32,512,3,3818453.282211441,2.2714,4090929.788791682,0.4316,4252194.148721399,0.0561
donuts,tabular,32,512,4,3818453.282211441,2.2226,4118408.4679353163,0.412,4302662.656693665,0.0725
donuts,tabular,32,1024,0,3818453.282211441,2.2097,4329285.032192344,0.4056,3999242.287978299,0.0567
donuts,tabular,32,1024,1,3818453.282211441,2.781,3915845.134896715,0.4519,3989040.618483276,0.0586
donuts,tabular,32,1024,2,3818453.282211441,2.2646,3981202.1297414973,0.4574,4091777.577700097,0.0676
donuts,tabular,32,1024,3,3818453.282211441,2.9299,3907186.1821502903,0.4292,3993418.23536098,0.0795
donuts,tabular,32,1024,4,3818453.282211441,2.8161,4041685.364797896,0.4325,4017429.3924511075,0.113
donuts,tabular,32,4096,0,3818453.282211441,2.8323,3890462.7122614514,0.4889,3923356.805495204,0.1047
donuts,tabular,32,4096,1,3818453.282211441,2.5144,4053599.859475464,0.6655,3895800.175090497,0.2208
donuts,tabular,32,4096,2,3818453.282211441,2.4044,3982105.4315077313,0.4523,3856520.4779205304,0.0786
donuts,tabular,32,4096,3,3818453.282211441,3.0373,3901311.386565807,0.5191,4023658.5188969937,0.1527
donuts,tabular,32,4096,4,3818453.282211441,2.9567,3834580.505078346,0.5366,3909256.73069104,0.1161
donuts,tabular,64,64,0,2005270.414057,4.9291,2637577.905812648,0.6942,3575832.1968535213,0.0874
donuts,tabular,64,64,1,2005270.4140569998,4.9262,2578840.8905778523,0.8369,3561131.465837423,0.1262
donuts,tabular,64,64,2,2005270.414057,5.4814,2593930.1201754278,0.7696,4426290.421900579,0.0817
donuts,tabular,64,64,3,2005270.4140569996,4.6594,2515867.2817427358,0.6732,4090404.3443887196,0.0876
donuts,tabular,64,64,4,2005270.414057,6.4274,2574936.771652754,0.6279,4515822.481451156,0.0734
donuts,tabular,64,128,0,2005270.414057,4.5133,2593712.424840397,0.6493,2910197.6550906044,0.073
donuts,tabular,64,128,1,2005270.414057,6.4462,2590838.7428723667,0.6088,2759235.751708977,0.081
donuts,tabular,64,128,2,2005270.414057,4.8117,2526427.262217816,0.632,2972541.946583962,0.0796
donuts,tabular,64,128,3,2005270.414057,6.5334,2610529.3093590513,0.6177,3176810.012715544,0.0674
donuts,tabular,64,128,4,2005270.414057,5.0802,2571383.028690123,0.6268,2885571.7901776675,0.0933
donuts,tabular,64,256,0,2005270.414057,4.8943,2367948.638193645,0.7247,2702085.6515812073,0.0738
donuts,tabular,64,256,1,2005270.4140569998,6.7136,2408108.7940141438,0.6473,2440919.2705899086,0.0905
donuts,tabular,64,256,2,2005270.414057,4.8454,2392022.0967352083,0.6543,2614138.064626449,0.0684
donuts,tabular,64,256,3,2005270.414057,4.8199,2437013.900817597,0.6302,2549936.018968799,0.0788
donuts,tabular,64,256,4,2005270.4140569996,4.9917,2391678.3957416364,0.5902,2660265.2304141726,0.071
donuts,tabular,64,512,0,2005270.4140569996,4.8682,2284577.130039941,0.6376,2315102.315567633,0.0781
donuts,tabular,64,512,1,2005270.4140569996,4.78,2242598.4877189063,0.6289,2324372.944964052,0.0902
donuts,tabular,64,512,2,2005270.414057,6.7497,2297271.6850988045,0.6312,2363159.4016772336,0.0877
donuts,tabular,64,512,3,2005270.414057,5.5445,2283712.2317241887,0.6635,2391634.263377227,0.0789
donuts,tabular,64,512,4,2005270.414057,4.3782,2238828.0792220356,0.6021,2339287.8708166573,0.0657
donuts,tabular,64,1024,0,2005270.4140569996,4.3496,2195803.402382047,0.6588,2213822.585844159,0.0662
donuts,tabular,64,1024,1,2005270.4140569996,4.87,2193372.060109636,0.6422,2187020.172173435,0.0799
donuts,tabular,64,1024,2,2005270.414057,4.3465,2198954.994535098,0.6617,2239597.758171254,0.0835
donuts,tabular,64,1024,3,2005270.414057,6.3862,2170822.7297332766,0.6353,2250937.4952484607,0.1039
donuts,tabular,64,1024,4,2005270.414057,4.2923,2174659.929257377,0.6444,2223935.518554099,0.0889
donuts,tabular,64,4096,0,2005270.414057,4.7836,2064589.4129538042,0.67,2075482.7456798956,0.1124
donuts,tabular,64,4096,1,2005270.414057,4.8578,2060773.9193638945,0.6996,2064141.3410261085,0.0901
donuts,tabular,64,4096,2,2005270.414057,4.8489,2112369.602595476,0.6517,2102849.3792118724,0.1
donuts,tabular,64,4096,3,2005270.414057,6.0848,2070439.0639887135,0.6553,2079213.4243525201,0.1224
donuts,tabular,64,4096,4,2005270.4140569998,4.8908,2089450.9186804171,0.6705,2074949.0103613168,0.1278
uber,tabular,2,64,0,732.6674198391578,0.329,755.3011957384566,0.1965,775.9799244387475,0.0559
uber,tabular,2,64,1,732.6674198391578,0.3157,788.0395591675376,0.1924,762.8408899462045,0.037
uber,tabular,2,64,2,732.6674198391578,0.3077,746.3201486675221,0.192,916.1869064109039,0.0469
uber,tabular,2,64,3,732.6674198391578,0.368,740.6628893555799,0.2225,759.3430115800738,0.0622
uber,tabular,2,64,4,732.6674198391578,0.3594,893.4256131422019,0.2181,908.4942618482885,0.0504
uber,tabular,2,128,0,732.6674198391578,0.3218,779.3102956801613,0.1631,830.096598902071,0.0484
uber,tabular,2,128,1,732.6674198391578,0.2947,736.978044222828,0.1746,740.0509541564788,0.0446
uber,tabular,2,128,2,732.6674198391578,0.3206,861.6467494147203,0.2028,733.1299887586456,0.0551
uber,tabular,2,128,3,732.6674198391578,0.3012,766.0832214263335,0.1507,735.5324063129788,0.0454
uber,tabular,2,128,4,732.6674198391578,0.3216,888.9060389353931,0.1835,748.5821021460401,0.0472
uber,tabular,2,256,0,732.6674198391578,0.3574,773.4859963940447,0.1846,744.6049499793116,0.0455
uber,tabular,2,256,1,732.6674198391578,0.3206,735.0971147384414,0.235,752.8063781830762,0.0511
uber,tabular,2,256,2,732.6674198391578,0.3083,784.1304708354658,0.1869,740.461132311086,0.0396
uber,tabular,2,256,3,732.6674198391578,0.2945,846.4825664028015,0.1939,749.4065853248885,0.0401
uber,tabular,2,256,4,732.6674198391578,0.3122,741.1076843414786,0.1557,740.9403954905572,0.0396
uber,tabular,2,512,0,732.6674198391578,0.3253,885.371354682899,0.1522,736.2131488913399,0.0413
uber,tabular,2,512,1,732.6674198391578,0.3228,738.6448275580372,0.1908,733.6009608985353,0.0597
uber,tabular,2,512,2,732.6674198391578,0.3196,734.3965761682737,0.1527,733.8873477491131,0.0455
uber,tabular,2,512,3,732.6674198391578,0.2999,732.832494150493,0.1688,741.5751043309838,0.0421
uber,tabular,2,512,4,732.6674198391578,0.3197,734.9011450049405,0.1757,736.6221486861577,0.0547
uber,tabular,2,1024,0,732.6674198391578,0.2958,861.3832578244769,0.1434,742.8013962347296,0.043
uber,tabular,2,1024,1,732.6674198391578,0.3097,772.4989254464812,0.1837,733.2116187573221,0.0581
uber,tabular,2,1024,2,732.6674198391578,0.3129,733.7556679620695,0.1797,735.1595041723285,0.0468
uber,tabular,2,1024,3,732.6674198391578,0.3124,733.8303228843729,0.1692,733.2827492282489,0.0613
uber,tabular,2,1024,4,732.6674198391578,0.3297,733.1812098451517,0.1961,738.8532145413708,0.0445
uber,tabular,2,4096,0,732.6674198391578,0.2955,733.7698638779134,0.188,732.8783724088323,0.0464
uber,tabular,2,4096,1,732.6674198391578,0.315,732.7114319137756,0.1711,732.7690677248177,0.0556
uber,tabular,2,4096,2,732.6674198391578,0.3279,732.7217123729178,0.2035,733.4799148532762,0.062
uber,tabular,2,4096,3,732.6674198391578,0.2984,732.9256368814711,0.1664,732.9441271136702,0.0663
uber,tabular,2,4096,4,732.6674198391578,0.3056,732.8231077598814,0.1794,732.9683268371036,0.0627
uber,tabular,4,64,0,334.5880512492959,0.2912,376.8450190644085,0.1932,387.9922698390932,0.0449
uber,tabular,4,64,1,334.5880512492959,0.2748,361.78447982115904,0.2159,573.4565315181255,0.0483
uber,tabular,4,64,2,334.5880512492959,0.2713,414.22623226941784,0.1737,403.8604485608036,0.0519
uber,tabular,4,64,3,334.5880512492959,0.2887,350.81612418997656,0.1941,418.3668376887978,0.047
uber,tabular,4,64,4,334.5880512492959,0.2746,360.84311056373235,0.1742,422.8348110128113,0.0437
uber,tabular,4,128,0,334.5880512492959,0.2994,404.08413541810353,0.1654,353.34427069455245,0.046
uber,tabular,4,128,1,334.5880512492959,0.3447,346.0136860901025,0.2201,346.50674400022126,0.0523
uber,tabular,4,128,2,334.5880512492959,0.2837,344.34482650415816,0.1966,344.4657611390716,0.0423
uber,tabular,4,128,3,334.5880512492959,0.2673,423.2611225788745,0.2149,348.2216460751581,0.0518
uber,tabular,4,128,4,334.5880512492959,0.2833,353.11987327410077,0.1714,362.71918235037026,0.0436
uber,tabular,4,256,0,334.5880512492959,0.2814,339.63247500762907,0.2261,349.0724078480439,0.0429
uber,tabular,4,256,1,334.5880512492959,0.28,403.48346725634883,0.195,336.9821037840245,0.0585
uber,tabular,4,256,2,334.5880512492959,0.3014,359.89646889850167,0.1827,346.83997732357494,0.0383
uber,tabular,4,256,3,334.5880512492959,0.2814,339.039991479835,0.1758,340.8072324062881,0.0389
uber,tabular,4,256,4,334.5880512492959,0.2837,341.63135173846445,0.169,366.81967117783074,0.0377
uber,tabular,4,512,0,334.5880512492959,0.2956,388.5417417472981,0.1923,344.86098998855886,0.0442
uber,tabular,4,512,1,334.5880512492959,0.2818,337.6249093949765,0.1898,351.0489103457303,0.0399
uber,tabular,4,512,2,334.5880512492959,0.2857,337.87358642004506,0.1967,348.05702679975707,0.0404
uber,tabular,4,512,3,334.5880512492959,0.2794,337.9219932357313,0.2016,343.77971513240783,0.0391
uber,tabular,4,512,4,334.5880512492959,0.2842,339.5924666003548,0.2091,340.35033082795576,0.0394
uber,tabular,4,1024,0,334.5880512492959,0.3019,337.0013792987628,0.1938,336.5698337167064,0.0474
uber,tabular,4,1024,1,334.5880512492959,0.2776,341.2239016088499,0.1905,336.903565932833,0.0393
uber,tabular,4,1024,2,334.5880512492959,0.2915,336.327709915682,0.1868,340.5560479416176,0.0456
uber,tabular,4,1024,3,334.5880512492959,0.2925,335.6312918836608,0.2052,341.4170714074369,0.0515
uber,tabular,4,1024,4,334.5880512492959,0.2963,335.76309784441105,0.2483,335.42392755377995,0.0458
uber,tabular,4,4096,0,334.5880512492959,0.2741,334.69485444095056,0.2382,334.9946050980372,0.0718
uber,tabular,4,4096,1,334.5880512492959,0.2798,334.962068296889,0.1996,335.27881169164596,0.117
uber,tabular,4,4096,2,334.5880512492959,0.2796,334.7932666687215,0.2318,335.47348834022415,0.0524
uber,tabular,4,4096,3,334.5880512492959,0.283,335.14824101646707,0.2248,335.30813521946294,0.05
uber,tabular,4,4096,4,334.5880512492959,0.2779,334.71718892865715,0.3145,393.21090141926595,0.047
uber,tabular,8,64,0,165.0445862342813,0.4327,181.88450278478248,0.2228,259.33750087615874,0.0394
uber,tabular,8,64,1,165.0445862342813,0.4291,191.9394600648492,0.2294,207.15599974888022,0.0482
uber,tabular,8,64,2,165.0445862342813,0.4177,194.9675333786859,0.2112,215.0108868405929,0.0447
uber,tabular,8,64,3,165.0445862342813,0.4445,180.3628793785029,0.22,195.53055134162972,0.044
uber,tabular,8,64,4,165.0445862342813,0.4518,182.74219517484988,0.218,216.53214614007192,0.0379
uber,tabular,8,128,0,165.0445862342813,0.4308,177.8361309876782,0.2692,181.1012404621806,0.0404
uber,tabular,8,128,1,165.0445862342813,0.4032,190.28014312382726,0.2431,175.73438810253714,0.0491
uber,tabular,8,128,2,165.0445862342813,0.4192,178.04249984872294,0.2592,186.60053871010376,0.0513
uber,tabular,8,128,3,165.0445862342813,0.4628,187.20370431822408,0.1939,186.5897596672169,0.0405
uber,tabular,8,128,4,165.0445862342813,0.4408,197.5798824269102,0.2449,205.0131835199674,0.0521
uber,tabular,8,256,0,165.0445862342813,0.4206,178.15324255434726,0.2238,200.66071473065819,0.044
uber,tabular,8,256,1,165.0445862342813,0.4223,170.43509252893153,0.2165,181.883553325214,0.0574
uber,tabular,8,256,2,165.0445862342813,0.4522,175.51079940965252,0.2408,192.4808235419551,0.0379
uber,tabular,8,256,3,165.0445862342813,0.4721,173.94556837087828,0.2633,207.19751351007417,0.0549
uber,tabular,8,256,4,165.0445862342813,0.4798,168.51120054430814,0.2198,203.85070160139568,0.042
uber,tabular,8,512,0,165.0445862342813,0.427,162.78684205345257,0.205,165.3272260467059,0.051
uber,tabular,8,512,1,165.0445862342813,0.4324,179.64991509442638,0.2252,167.4274780708297,0.0504
uber,tabular,8,512,2,165.0445862342813,0.4641,169.42514076616504,0.2519,165.60712438509438,0.0442
uber,tabular,8,512,3,165.0445862342813,0.3913,166.9408427901226,0.245,176.01901546663208,0.0457
uber,tabular,8,512,4,165.0445862342813,0.4215,164.87396152496524,0.2556,164.4379807218898,0.0423
uber,tabular,8,1024,0,165.0445862342813,0.3889,172.09160145449903,0.2269,177.20624046887488,0.0422
uber,tabular,8,1024,1,165.0445862342813,0.422,163.85598000976043,0.2525,167.44495984406933,0.0552
uber,tabular,8,1024,2,165.0445862342813,0.4532,162.0321584960214,0.2359,162.73547460524446,0.0476
uber,tabular,8,1024,3,165.0445862342813,0.4939,170.59567341465495,0.2885,163.06064275045162,0.0598
uber,tabular,8,1024,4,165.0445862342813,0.4594,197.50579271025924,0.2848,164.39841223946758,0.0543
uber,tabular,8,4096,0,165.0445862342813,0.4439,161.89082036551267,0.2895,168.263373570809,0.059
uber,tabular,8,4096,1,165.0445862342813,0.4257,168.0733777061828,0.2336,166.38012289987304,0.0431
uber,tabular,8,4096,2,165.0445862342813,0.3994,161.38099174599031,0.2349,161.1667439151638,0.0574
uber,tabular,8,4096,3,165.0445862342813,0.4382,184.23268551894603,0.2369,166.52761335616907,0.0681
uber,tabular,8,4096,4,165.0445862342813,0.4081,166.40506111649682,0.2332,161.56615940023283,0.0509
uber,tabular,16,64,0,76.78346564774534,0.7586,99.7111450406095,0.2445,103.17035106104635,0.0435
uber,tabular,16,64,1,76.78346564774534,0.7712,94.83269891536847,0.2753,134.28290621940323,0.0406
uber,tabular,16,64,2,76.78346564774534,0.8652,108.91295260047158,0.242,130.9062869274324,0.0511
uber,tabular,16,64,3,76.78346564774534,0.8579,98.0397284978761,0.2822,138.77744687764488,0.0376
uber,tabular,16,64,4,76.78346564774534,0.8821,101.25448048687448,0.2707,140.43096358594983,0.0473
uber,tabular,16,128,0,76.78346564774534,0.8952,96.76253974268441,0.3006,103.86060507978155,0.0524
uber,tabular,16,128,1,76.78346564774534,0.8702,101.83827733493354,0.2841,97.61640962704412,0.0444
uber,tabular,16,128,2,76.78346564774534,0.9286,90.70843747736117,0.2536,110.83013559030208,0.0434
uber,tabular,16,128,3,76.78346564774534,0.9675,98.1163372813499,0.2997,120.78194039770196,0.0623
uber,tabular,16,128,4,76.78346564774534,0.8854,89.2187767101949,0.2911,101.43324468531567,0.0492
uber,tabular,16,256,0,76.78346564774534,0.9909,91.32004229934817,0.3342,94.09546930464299,0.0437
uber,tabular,16,256,1,76.78346564774534,0.9442,93.31511854759401,0.2954,103.93666550829374,0.0612
uber,tabular,16,256,2,76.78346564774534,1.0777,87.48288757725297,0.2684,92.92354129795416,0.0508
uber,tabular,16,256,3,76.78346564774534,0.9667,83.26477997954589,0.2674,95.95373556788482,0.0571
uber,tabular,16,256,4,76.78346564774534,0.8808,87.63324446727843,0.2685,95.83226789385611,0.0516
uber,tabular,16,512,0,76.78346564774534,0.8662,83.02860328715207,0.3159,81.96517746693317,0.0425
uber,tabular,16,512,1,76.78346564774534,0.9285,81.50931363134913,0.281,84.25557776205198,0.0548
uber,tabular,16,512,2,76.78346564774534,0.9666,81.84009899624269,0.2604,86.78994507951836,0.043
uber,tabular,16,512,3,76.78346564774534,1.0449,86.95878972690545,0.2427,90.85133604887815,0.0422
uber,tabular,16,512,4,76.78346564774534,0.9211,88.56697842414218,0.286,92.11780746728192,0.0477
uber,tabular,16,1024,0,76.78346564774534,0.9912,82.21315690921594,0.326,86.78478574312112,0.048
uber,tabular,16,1024,1,76.78346564774534,0.9005,83.18774656938564,0.2559,85.54568979410948,0.0524
uber,tabular,16,1024,2,76.78346564774534,1.0343,82.50842130248496,0.2499,86.49662546238554,0.0544
uber,tabular,16,1024,3,76.78346564774534,0.9293,80.80982384499714,0.252,85.9736421394428,0.0612
uber,tabular,16,1024,4,76.78346564774534,0.8828,85.33964686911787,0.327,87.38195675435895,0.0621
uber,tabular,16,4096,0,76.78346564774534,1.0588,83.07369949619628,0.297,77.29516026050435,0.0863
uber,tabular,16,4096,1,76.78346564774534,1.2218,78.6703795990151,0.3368,83.78142940744921,0.0593
uber,tabular,16,4096,2,76.78346564774534,0.9639,77.73756045219862,0.3501,81.28000200177829,0.0833
uber,tabular,16,4096,3,76.78346564774534,1.0735,77.73862497984868,0.3205,82.18409792274265,0.0744
uber,tabular,16,4096,4,76.78346564774534,1.0305,77.22445479038295,0.276,81.71882103531263,0.0752
uber,tabular,32,64,0,38.047097839943135,1.4802,52.17140584050006,0.4087,61.13989783999634,0.0632
uber,tabular,32,64,1,38.047097839943135,1.7157,55.17851668198597,0.3241,72.63381426041079,0.0424
uber,tabular,32,64,2,38.047097839943135,1.7324,56.597186618931445,0.3524,61.58684924375356,0.052
uber,tabular,32,64,3,38.047097839943135,1.4231,52.123367815754435,0.3736,62.45880340524356,0.0541
uber,tabular,32,64,4,38.047097839943135,1.5425,51.32972380604888,0.3941,138.08021688532705,0.0674
uber,tabular,32,128,0,38.047097839943135,1.7982,48.359779681315885,0.3668,58.635599684811226,0.0529
uber,tabular,32,128,1,38.047097839943135,1.7741,46.038721561403406,0.3844,57.94285381374366,0.0597
uber,tabular,32,128,2,38.047097839943135,1.3821,48.35216628634873,0.3448,57.39517106616612,0.0453
uber,tabular,32,128,3,38.047097839943135,1.7455,49.16834133269497,0.3599,57.12525572843299,0.0671
uber,tabular,32,128,4,38.047097839943135,1.9288,50.176278380450015,0.3424,66.51706732664744,0.0443
uber,tabular,32,256,0,38.047097839943135,1.4886,47.422871620465514,0.3893,57.93926667543816,0.0663
uber,tabular,32,256,1,38.047097839943135,1.5036,45.104101835289185,0.4016,50.89287392096428,0.0536
uber,tabular,32,256,2,38.047097839943135,2.0514,43.940185000922924,0.3943,59.15516290016298,0.0449
uber,tabular,32,256,3,38.047097839943135,1.9283,47.64886272904118,0.3543,49.60939047309054,0.0759
uber,tabular,32,256,4,38.047097839943135,1.5942,46.490946641165834,0.418,50.85360034900053,0.0671
uber,tabular,32,512,0,38.047097839943135,1.4987,43.672299769012184,0.381,48.62372297079695,0.0512
uber,tabular,32,512,1,38.047097839943135,1.5315,43.000406433637515,0.4075,48.13911598263843,0.0744
uber,tabular,32,512,2,38.047097839943135,1.8614,46.849256730840935,0.3641,49.296254101352176,0.0677
uber,tabular,32,512,3,38.047097839943135,1.8933,43.68018517157961,0.4222,48.91911625976398,0.0446
uber,tabular,32,512,4,38.047097839943135,1.4417,41.98795832746373,0.3607,49.66045957789905,0.0529
uber,tabular,32,1024,0,38.047097839943135,1.8922,41.225997067083114,0.3776,42.50606330942675,0.0511
uber,tabular,32,1024,1,38.047097839943135,1.4364,41.93105045992488,0.5255,42.719937432130266,0.0528
uber,tabular,32,1024,2,38.047097839943135,2.025,41.828018741474764,0.3994,45.40986600084842,0.0682
uber,tabular,32,1024,3,38.047097839943135,1.5506,42.45029203043008,0.3771,43.73715750617846,0.0465
uber,tabular,32,1024,4,38.047097839943135,1.2736,43.57848011278541,0.4176,44.75641845859094,0.0553
uber,tabular,32,4096,0,38.047097839943135,1.6496,41.82315804475822,0.4543,39.17193550866954,0.1182
uber,tabular,32,4096,1,38.047097839943135,1.6569,39.103429961786105,0.486,41.37562961893435,0.1759
uber,tabular,32,4096,2,38.047097839943135,1.6655,40.37811170354679,0.4626,41.945129285085606,0.1134
uber,tabular,32,4096,3,38.047097839943135,1.7116,38.95042779960889,0.5119,40.44235885356095,0.0992
uber,tabular,32,4096,4,38.047097839943135,2.1799,42.4824250214072,0.4221,39.570964236970156,0.0675
uber,tabular,64,64,0,18.524396893921917,4.1898,25.485317233510504,0.5669,52.09738658999685,0.0785
uber,tabular,64,64,1,18.524396893921917,4.0305,26.222882649324063,0.5855,53.98255233999831,0.0691
uber,tabular,64,64,2,18.524396893921917,4.455,24.93597005346865,0.5282,93.84870158000592,0.0669
uber,tabular,64,64,3,18.524396893921917,5.8158,25.647639599140007,0.5427,122.18608575999608,0.0733
uber,tabular,64,64,4,18.524396893921917,4.5432,25.921033423919503,0.5322,73.01017121999104,0.1035
uber,tabular,64,128,0,18.524396893921917,5.6505,24.69210955843425,0.5339,40.33907806007588,0.0663
uber,tabular,64,128,1,18.524396893921917,4.3508,25.80495168954508,0.5229,50.31102962833323,0.0831
uber,tabular,64,128,2,18.524396893921917,4.3619,23.424815471331534,0.5334,41.83605404258472,0.0733
uber,tabular,64,128,3,18.524396893921917,4.5373,25.683765914888845,0.591,39.48085387984901,0.0838
uber,tabular,64,128,4,18.524396893921917,4.3616,25.06714952448521,0.5713,42.39334542468883,0.0851
uber,tabular,64,256,0,18.524396893921917,4.8739,22.912909949981653,0.554,32.00355345794289,0.0785
uber,tabular,64,256,1,18.524396893921917,4.426,22.30995872722356,0.6428,30.51025699502941,0.148
uber,tabular,64,256,2,18.524396893921917,5.1948,22.657167054667415,0.4951,28.792622321908574,0.0706
uber,tabular,64,256,3,18.524396893921917,4.5187,22.667159898887597,0.6577,32.921303552758076,0.1237
uber,tabular,64,256,4,18.524396893921917,5.3644,23.38260857841179,0.5057,35.83568264515444,0.0762
uber,tabular,64,512,0,18.524396893921917,4.2575,21.728431989374343,0.5481,26.80886524164834,0.0549
uber,tabular,64,512,1,18.524396893921917,4.5548,22.547947824204442,0.5401,27.579834560997185,0.0557
uber,tabular,64,512,2,18.524396893921917,4.3772,21.465543468506414,0.4791,24.406273536831442,0.0648
uber,tabular,64,512,3,18.524396893921917,5.8187,21.629681925485766,0.4778,25.921821522251264,0.0576
uber,tabular,64,512,4,18.524396893921917,4.3568,21.380135691263387,0.5895,24.317925493013576,0.1056
uber,tabular,64,1024,0,18.524396893921917,5.9195,21.291783924445696,0.5284,24.375968334031434,0.0795
uber,tabular,64,1024,1,18.524396893921917,4.1838,21.006986166648094,0.5116,22.08746052662714,0.0831
uber,tabular,64,1024,2,18.524396893921917,4.3104,20.411230798799597,0.5498,21.688037723299985,0.0905
uber,tabular,64,1024,3,18.524396893921917,5.0247,20.68364103260467,0.5329,23.56961531583297,0.0726
uber,tabular,64,1024,4,18.524396893921917,3.9527,21.66496771208671,0.7481,24.192786895091615,0.0818
uber,tabular,64,4096,0,18.524396893921917,5.7049,19.438799060561365,0.5561,20.297041160363133,0.1036
uber,tabular,64,4096,1,18.524396893921917,5.068,19.73620553093555,0.5466,19.92601005237963,0.0993
uber,tabular,64,4096,2,18.524396893921917,5.2579,19.55861368046446,0.6067,19.98211133501026,0.1272
uber,tabular,64,4096,3,18.524396893921917,5.98,19.653533894591675,0.5752,20.562400862562107,0.1034
uber,tabular,64,4096,4,18.524396893921917,4.3442,19.328086149513787,0.4972,19.621913635953646,0.0916
spotify,tabular,2,64,0,29020.42127403665,0.1357,31350.367338988966,0.0485,31124.213381817564,0.0253
spotify,tabular,2,64,1,29020.42127403665,0.1429,29760.197746770176,0.0474,30866.891323163647,0.0152
spotify,tabular,2,64,2,29020.42127403665,0.1358,30028.02158711927,0.0604,33863.95058444906,0.0268
spotify,tabular,2,64,3,29020.42127403665,0.146,30345.828304186223,0.0741,29414.813095028683,0.0274
spotify,tabular,2,64,4,29020.42127403665,0.1441,33537.33694872822,0.0563,30087.06334453153,0.0269
spotify,tabular,2,128,0,29020.42127403665,0.144,29203.707934861603,0.0329,29465.087531591926,0.0124
spotify,tabular,2,128,1,29020.42127403665,0.1371,29286.403823945053,0.0372,29429.459062958274,0.0136
spotify,tabular,2,128,2,29020.42127403665,0.1366,29908.406016830013,0.0474,29651.51420185971,0.0171
spotify,tabular,2,128,3,29020.42127403665,0.1473,29483.330753538805,0.0388,32339.264197684064,0.0211
spotify,tabular,2,128,4,29020.42127403665,0.1559,29376.117761214424,0.0464,29435.84726661635,0.0113
spotify,tabular,2,256,0,29020.42127403665,0.147,29104.41817668979,0.0399,29194.55445366998,0.0271
spotify,tabular,2,256,1,29020.42127403665,0.1633,30380.670126003253,0.0371,29254.696657081964,0.0145
spotify,tabular,2,256,2,29020.42127403665,0.1341,29508.256586644442,0.0409,29168.14960489336,0.0201
spotify,tabular,2,256,3,29020.42127403665,0.1305,29343.612000154928,0.0513,29310.928958453995,0.0126
spotify,tabular,2,256,4,29020.42127403665,0.1538,29133.40705739551,0.0306,29289.957160932845,0.0103
spotify,tabular,2,512,0,29020.42127403665,0.1417,29187.268502179802,0.0391,29324.096063434234,0.0109
spotify,tabular,2,512,1,29020.42127403665,0.1402,29234.66529882216,0.0402,29341.61147130376,0.0111
spotify,tabular,2,512,2,29020.42127403665,0.1492,29037.73417477096,0.0343,29119.665326277547,0.0176
spotify,tabular,2,512,3,29020.42127403665,0.1321,29442.250865687107,0.0461,29052.764871140844,0.0341
spotify,tabular,2,512,4,29020.42127403665,0.1422,29128.38968800116,0.0352,29306.387879512244,0.011
spotify,tabular,2,1024,0,29020.42127403665,0.1499,29066.493548609313,0.039,35792.95280937067,0.0172
